date,time,username,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
2025-03-19,17:54:00,mbahuthi875,1,"pak wali mohon di tinjau sampah pasar among tani,, lindi sampahnya mengalir ke pemukiman warga di belakang pasar, tepatnya di rt 04 rw 09, terimakasih",pak wali mohon di tinjau sampah pasar among tani lindi sampahnya mengalir ke pemukiman warga di belakang pasar tepatnya di rt  rw  terimakasih,pak wali mohon di tinjau sampah pasar among tani lindi sampahnya mengalir ke pemukiman warga di belakang pasar tepatnya di rt  rw  terimakasih,pak wali mohon di tinjau sampah pasar among tani lindi sampahnya mengalir ke pemukiman warga di belakang pasar tepatnya di rt rw terimakasih,"['pak', 'wali', 'mohon', 'di', 'tinjau', 'sampah', 'pasar', 'among', 'tani', 'lindi', 'sampahnya', 'mengalir', 'ke', 'pemukiman', 'warga', 'di', 'belakang', 'pasar', 'tepatnya', 'di', 'rt', 'rw', 'terimakasih']","['wali', 'mohon', 'tinjau', 'sampah', 'pasar', 'among', 'tani', 'lindi', 'sampahnya', 'mengalir', 'pemukiman', 'warga', 'pasar', 'tepatnya', 'rt', 'rw', 'terimakasih']",wali mohon tinjau sampah pasar among tani lindi sampah alir mukim warga pasar tepat rt rw terimakasih
2025-03-20,03:03:00,edy0161,1,😁,,,,[],[],
2025-03-25,07:17:00,oneng.onyos,1,inilah contoh pilih walikota asli pribumi pasti ingin memakmurkan warganya semoga amanah pak wali.rakyat selalu mendukung progamu bila untuk rakyat kecil,inilah contoh pilih walikota asli pribumi pasti ingin memakmurkan warganya semoga amanah pak walirakyat selalu mendukung progamu bila untuk rakyat kecil,inilah contoh pilih walikota asli pribumi pasti ingin memakmurkan warganya semoga amanah pak walirakyat selalu mendukung progamu bila untuk rakyat kecil,inilah contoh pilih walikota asli pribumi pasti ingin memakmurkan warganya semoga amanah pak walirakyat selalu mendukung progamu bila untuk rakyat kecil,"['inilah', 'contoh', 'pilih', 'walikota', 'asli', 'pribumi', 'pasti', 'ingin', 'memakmurkan', 'warganya', 'semoga', 'amanah', 'pak', 'walirakyat', 'selalu', 'mendukung', 'progamu', 'bila', 'untuk', 'rakyat', 'kecil']","['contoh', 'pilih', 'walikota', 'asli', 'pribumi', 'memakmurkan', 'warganya', 'semoga', 'amanah', 'walirakyat', 'mendukung', 'progamu', 'rakyat']",contoh pilih walikota asli pribumi makmur warga moga amanah walirakyat dukung progamu rakyat
2025-05-25,09:33:00,ahmadalsodiq,1,"Pak mohon ijin menyampaikan argumen , saya warga Tulungrejo Bumiaji
Disini sering ada pengemis dan peminta sumbangan ke rumah rumah warga , mohon ditertibkan pak karena sangat meresahkan..
Kemarin ada yang datang di kasih nominal sedikit malah marah2..
Takutnya mengancam keamanan..
Kalo bisa diseluruh wilayah kota Batu dikerahkan untuk penertiban semacam itu ..
Semoga dapat dipertimbangkan ..
Terimakasih 🙏🏻🙏🏻","Pak mohon ijin menyampaikan argumen  saya warga Tulungrejo Bumiaji
Disini sering ada pengemis dan peminta sumbangan ke rumah rumah warga  mohon ditertibkan pak karena sangat meresahkan
Kemarin ada yang datang di kasih nominal sedikit malah marah
Takutnya mengancam keamanan
Kalo bisa diseluruh wilayah kota Batu dikerahkan untuk penertiban semacam itu 
Semoga dapat dipertimbangkan 
Terimakasih ","pak mohon ijin menyampaikan argumen  saya warga tulungrejo bumiaji
disini sering ada pengemis dan peminta sumbangan ke rumah rumah warga  mohon ditertibkan pak karena sangat meresahkan
kemarin ada yang datang di kasih nominal sedikit malah marah
takutnya mengancam keamanan
kalo bisa diseluruh wilayah kota batu dikerahkan untuk penertiban semacam itu 
semoga dapat dipertimbangkan 
terimakasih ",pak mohon ijin menyampaikan argumen saya warga tulungrejo bumiaji disini sering ada pengemis dan peminta sumbangan ke rumah rumah warga mohon ditertibkan pak karena sangat meresahkan kemarin ada yang datang di kasih nominal sedikit malah marah takutnya mengancam keamanan kalau bisa diseluruh wilayah kota batu dikerahkan untuk penertiban semacam itu semoga dapat dipertimbangkan terimakasih,"['pak', 'mohon', 'ijin', 'menyampaikan', 'argumen', 'saya', 'warga', 'tulungrejo', 'bumiaji', 'disini', 'sering', 'ada', 'pengemis', 'dan', 'peminta', 'sumbangan', 'ke', 'rumah', 'rumah', 'warga', 'mohon', 'ditertibkan', 'pak', 'karena', 'sangat', 'meresahkan', 'kemarin', 'ada', 'yang', 'datang', 'di', 'kasih', 'nominal', 'sedikit', 'malah', 'marah', 'takutnya', 'mengancam', 'keamanan', 'kalau', 'bisa', 'diseluruh', 'wilayah', 'kota', 'batu', 'dikerahkan', 'untuk', 'penertiban', 'semacam', 'itu', 'semoga', 'dapat', 'dipertimbangkan', 'terimakasih']","['mohon', 'ijin', 'argumen', 'warga', 'tulungrejo', 'bumiaji', 'pengemis', 'peminta', 'sumbangan', 'rumah', 'rumah', 'warga', 'mohon', 'ditertibkan', 'meresahkan', 'kemarin', 'kasih', 'nominal', 'marah', 'takutnya', 'mengancam', 'keamanan', 'diseluruh', 'wilayah', 'kota', 'batu', 'dikerahkan', 'penertiban', 'semoga', 'dipertimbangkan', 'terimakasih']",mohon ijin argumen warga tulungrejo bumiaji emis minta sumbang rumah rumah warga mohon tertib resah kemarin kasih nominal marah takut ancam aman seluruh wilayah kota batu kerah tertib moga timbang terimakasih
2025-04-29,14:45:00,purwancangar,1,🔥pak Wali,pak Wali,pak wali,pak wali,"['pak', 'wali']",['wali'],wali
2025-05-07,09:33:00,hariani2928,1,Alhamdulillaaaah pak wali dan pak wakil kota batu semakin sukses dn selalu di beri kesehatan dn sukses jd kota Batu sae,Alhamdulillaaaah pak wali dan pak wakil kota batu semakin sukses dn selalu di beri kesehatan dn sukses jd kota Batu sae,alhamdulillaaaah pak wali dan pak wakil kota batu semakin sukses dn selalu di beri kesehatan dn sukses jd kota batu sae,alhamdulillaaaah pak wali dan pak wakil kota batu semakin sukses dan selalu di beri kesehatan dan sukses jadi kota batu sae,"['alhamdulillaaaah', 'pak', 'wali', 'dan', 'pak', 'wakil', 'kota', 'batu', 'semakin', 'sukses', 'dan', 'selalu', 'di', 'beri', 'kesehatan', 'dan', 'sukses', 'jadi', 'kota', 'batu', 'sae']","['alhamdulillaaaah', 'wali', 'wakil', 'kota', 'batu', 'sukses', 'kesehatan', 'sukses', 'kota', 'batu', 'sae']",alhamdulillaaaah wali wakil kota batu sukses sehat sukses kota batu sae
2025-06-08,12:11:00,ariejayanti,1,sehat selalu bapak wali kota n wali kota terhebatkuh,sehat selalu bapak wali kota n wali kota terhebatkuh,sehat selalu bapak wali kota n wali kota terhebatkuh,sehat selalu bapak wali kota n wali kota terhebatkuh,"['sehat', 'selalu', 'bapak', 'wali', 'kota', 'n', 'wali', 'kota', 'terhebatkuh']","['sehat', 'wali', 'kota', 'n', 'wali', 'kota', 'terhebatkuh']",sehat wali kota n wali kota terhebatkuh
2025-03-27,05:49:00,lusianaana779,1,jangan lupakan kami penjuang pendidikan paud kota batu pak...,jangan lupakan kami penjuang pendidikan paud kota batu pak,jangan lupakan kami penjuang pendidikan paud kota batu pak,jangan lupakan kami penjuang pendidikan paud kota batu pak,"['jangan', 'lupakan', 'kami', 'penjuang', 'pendidikan', 'paud', 'kota', 'batu', 'pak']","['lupakan', 'penjuang', 'pendidikan', 'paud', 'kota', 'batu']",lupa juang didik paud kota batu
2025-03-05,08:58:00,adam.alfatih868,1,selamat bertugas bapak tetap semangat meskipun sedang menjalankan ibadah puasa 💪💪💪💪,selamat bertugas bapak tetap semangat meskipun sedang menjalankan ibadah puasa ,selamat bertugas bapak tetap semangat meskipun sedang menjalankan ibadah puasa ,selamat bertugas bapak tetap semangat meskipun sedang menjalankan ibadah puasa,"['selamat', 'bertugas', 'bapak', 'tetap', 'semangat', 'meskipun', 'sedang', 'menjalankan', 'ibadah', 'puasa']","['selamat', 'bertugas', 'semangat', 'menjalankan', 'ibadah', 'puasa']",selamat tugas semangat jalan ibadah puasa
2025-03-05,18:54:00,ernay.aja,1,semangaaat pak waliku,semangaaat pak waliku,semangaaat pak waliku,semangaaat pak waliku,"['semangaaat', 'pak', 'waliku']","['semangaaat', 'waliku']",semangaaat wali
2025-03-05,15:25:00,bonitasutanto,1,semangat Pak wali🙏,semangat Pak wali,semangat pak wali,semangat pak wali,"['semangat', 'pak', 'wali']","['semangat', 'wali']",semangat wali
2025-03-05,11:28:00,yanisujiati2,1,selamat bekerja pak wawali,selamat bekerja pak wawali,selamat bekerja pak wawali,selamat bekerja pak wawali,"['selamat', 'bekerja', 'pak', 'wawali']","['selamat', 'wawali']",selamat wawali
2025-03-05,09:16:00,annamirohkotabatu,0,mantap pak nur,mantap pak nur,mantap pak nur,mantap pak nur,"['mantap', 'pak', 'nur']","['mantap', 'nur']",mantap nur
2025-03-05,18:54:00,denmasureh,1,Semangat Pak Wali,Semangat Pak Wali,semangat pak wali,semangat pak wali,"['semangat', 'pak', 'wali']","['semangat', 'wali']",semangat wali
2025-03-05,12:16:00,entubtawon16,1,SAFARI RAMADHAN,SAFARI RAMADHAN,safari ramadhan,safari ramadhan,"['safari', 'ramadhan']","['safari', 'ramadhan']",safari ramadhan
2025-03-05,14:48:00,nurjanah_hhh,1,"semangat dan selamat berjuang pak,,, dan jangan lupakan rakyat kecil",semangat dan selamat berjuang pak dan jangan lupakan rakyat kecil,semangat dan selamat berjuang pak dan jangan lupakan rakyat kecil,semangat dan selamat berjuang pak dan jangan lupakan rakyat kecil,"['semangat', 'dan', 'selamat', 'berjuang', 'pak', 'dan', 'jangan', 'lupakan', 'rakyat', 'kecil']","['semangat', 'selamat', 'berjuang', 'lupakan', 'rakyat']",semangat selamat juang lupa rakyat
2025-03-05,21:13:00,aivo_reyka,1,selamat bertugas pak nur dan mas heli🥰salam hangat dr para tenaga honda yg belum bisa jd p3k🥺semoga kami para honda R3 bisa bertemu dgn njenengan🤩 sehat selalu pasangan SAE,selamat bertugas pak nur dan mas helisalam hangat dr para tenaga honda yg belum bisa jd pksemoga kami para honda R bisa bertemu dgn njenengan sehat selalu pasangan SAE,selamat bertugas pak nur dan mas helisalam hangat dr para tenaga honda yg belum bisa jd pksemoga kami para honda r bisa bertemu dgn njenengan sehat selalu pasangan sae,selamat bertugas pak nur dan mas helisalam hangat dari para tenaga honda yang belum bisa jadi pksemoga kami para honda r bisa bertemu dengan njenengan sehat selalu pasangan sae,"['selamat', 'bertugas', 'pak', 'nur', 'dan', 'mas', 'helisalam', 'hangat', 'dari', 'para', 'tenaga', 'honda', 'yang', 'belum', 'bisa', 'jadi', 'pksemoga', 'kami', 'para', 'honda', 'r', 'bisa', 'bertemu', 'dengan', 'njenengan', 'sehat', 'selalu', 'pasangan', 'sae']","['selamat', 'bertugas', 'nur', 'mas', 'helisalam', 'hangat', 'tenaga', 'honda', 'pksemoga', 'honda', 'r', 'bertemu', 'njenengan', 'sehat', 'pasangan', 'sae']",selamat tugas nur mas helisalam hangat tenaga honda pksemoga honda r temu njenengan sehat pasang sae
2025-03-05,11:52:00,mujiatiimam25,1,semoga amanah bpk wali kota batu,semoga amanah bpk wali kota batu,semoga amanah bpk wali kota batu,semoga amanah bpk wali kota batu,"['semoga', 'amanah', 'bpk', 'wali', 'kota', 'batu']","['semoga', 'amanah', 'bpk', 'wali', 'kota', 'batu']",moga amanah bpk wali kota batu
2025-03-18,15:12:00,taumbethik,0,"BPK wali kota kota batu yg sangat saya hormati tolong jaga keadilan sosial bagi seluruh rakyat batu jangan tebang pilih ya pak,,",BPK wali kota kota batu yg sangat saya hormati tolong jaga keadilan sosial bagi seluruh rakyat batu jangan tebang pilih ya pak,bpk wali kota kota batu yg sangat saya hormati tolong jaga keadilan sosial bagi seluruh rakyat batu jangan tebang pilih ya pak,bpk wali kota kota batu yang sangat saya hormati tolong jaga keadilan sosial bagi seluruh rakyat batu jangan tebang pilih ya pak,"['bpk', 'wali', 'kota', 'kota', 'batu', 'yang', 'sangat', 'saya', 'hormati', 'tolong', 'jaga', 'keadilan', 'sosial', 'bagi', 'seluruh', 'rakyat', 'batu', 'jangan', 'tebang', 'pilih', 'ya', 'pak']","['bpk', 'wali', 'kota', 'kota', 'batu', 'hormati', 'tolong', 'jaga', 'keadilan', 'sosial', 'rakyat', 'batu', 'tebang', 'pilih', 'ya']",bpk wali kota kota batu hormat tolong jaga adil sosial rakyat batu tebang pilih ya
2025-03-05,12:42:00,sier6431,0,ayo pak wali .. bangun lapangan standar nasional di setiap desa. 🤲🤲,ayo pak wali  bangun lapangan standar nasional di setiap desa ,ayo pak wali  bangun lapangan standar nasional di setiap desa ,ayo pak wali bangun lapangan standar nasional di setiap desa,"['ayo', 'pak', 'wali', 'bangun', 'lapangan', 'standar', 'nasional', 'di', 'setiap', 'desa']","['ayo', 'wali', 'bangun', 'lapangan', 'standar', 'nasional', 'desa']",ayo wali bangun lapang standar nasional desa
2025-05-02,07:05:00,tatikutamj67,7,mantap mas helli perhatian rakyat kecil salut,mantap mas helli perhatian rakyat kecil salut,mantap mas helli perhatian rakyat kecil salut,mantap mas helli perhatian rakyat kecil salut,"['mantap', 'mas', 'helli', 'perhatian', 'rakyat', 'kecil', 'salut']","['mantap', 'mas', 'helli', 'perhatian', 'rakyat', 'salut']",mantap mas helli perhati rakyat salut
2025-06-21,17:10:00,ayu9802,1,sae tenan pak hely,sae tenan pak hely,sae tenan pak hely,sae tenan pak hely,"['sae', 'tenan', 'pak', 'hely']","['sae', 'tenan', 'hely']",sae tenan hely
2025-05-07,08:51:00,jonojono316,2,"semoga penataan kota batu,belanjut ke trotoar pojok wisma kerreta api jln.Hassanudin- jln.Suropati terimah kasih 🙏🙏",semoga penataan kota batubelanjut ke trotoar pojok wisma kerreta api jlnHassanudin jlnSuropati terimah kasih ,semoga penataan kota batubelanjut ke trotoar pojok wisma kerreta api jlnhassanudin jlnsuropati terimah kasih ,semoga penataan kota batubelanjut ke trotoar pojok wisma kerreta api jlnhassanudin jlnsuropati terimah kasih,"['semoga', 'penataan', 'kota', 'batubelanjut', 'ke', 'trotoar', 'pojok', 'wisma', 'kerreta', 'api', 'jlnhassanudin', 'jlnsuropati', 'terimah', 'kasih']","['semoga', 'penataan', 'kota', 'batubelanjut', 'trotoar', 'pojok', 'wisma', 'kerreta', 'api', 'jlnhassanudin', 'jlnsuropati', 'terimah', 'kasih']",moga tata kota batubelanjut trotoar pojok wisma kerreta api jlnhassanudin jlnsuropati terimah kasih
2025-05-09,09:31:00,rinyrizki30,1,"@Riny rizki:bagaimana dengan pkl yang masih di gusur oleh satpol pp padahal kita jualannya sudah minggir
dari bakul sempol depan masjid annur jalan masuk ke kauman
padahal kampanye nya membantu umkm
kita minta tempat di timur toko amal pak","Riny rizkibagaimana dengan pkl yang masih di gusur oleh satpol pp padahal kita jualannya sudah minggir
dari bakul sempol depan masjid annur jalan masuk ke kauman
padahal kampanye nya membantu umkm
kita minta tempat di timur toko amal pak","riny rizkibagaimana dengan pkl yang masih di gusur oleh satpol pp padahal kita jualannya sudah minggir
dari bakul sempol depan masjid annur jalan masuk ke kauman
padahal kampanye nya membantu umkm
kita minta tempat di timur toko amal pak",riny rizkibagaimana dengan pkl yang masih di gusur oleh satpol pp padahal kita jualannya sudah minggir dari bakul sempol depan masjid annur jalan masuk ke kauman padahal kampanye ya membantu umkm kita meminta tempat di timur toko amal pak,"['riny', 'rizkibagaimana', 'dengan', 'pkl', 'yang', 'masih', 'di', 'gusur', 'oleh', 'satpol', 'pp', 'padahal', 'kita', 'jualannya', 'sudah', 'minggir', 'dari', 'bakul', 'sempol', 'depan', 'masjid', 'annur', 'jalan', 'masuk', 'ke', 'kauman', 'padahal', 'kampanye', 'ya', 'membantu', 'umkm', 'kita', 'meminta', 'tempat', 'di', 'timur', 'toko', 'amal', 'pak']","['riny', 'rizkibagaimana', 'pkl', 'gusur', 'satpol', 'pp', 'jualannya', 'minggir', 'bakul', 'sempol', 'masjid', 'annur', 'jalan', 'masuk', 'kauman', 'kampanye', 'ya', 'membantu', 'umkm', 'timur', 'toko', 'amal']",riny rizkibagaimana pkl gusur satpol pp jual minggir bakul sempol masjid annur jalan masuk kaum kampanye ya bantu umkm timur toko amal
2025-06-18,17:11:00,youngkiii_,0,"anak"" nya ganteng""cantik ""lucu❤️❤️❤️",anak nya gantengcantik lucu,anak nya gantengcantik lucu,anak ya gantengcantik lucu,"['anak', 'ya', 'gantengcantik', 'lucu']","['anak', 'ya', 'gantengcantik', 'lucu']",anak ya gantengcantik lucu
2025-05-04,13:09:00,hariani2928,1,hebat pak Helly begitu sabar SAE smg sehat selalu pak Hely,hebat pak Helly begitu sabar SAE smg sehat selalu pak Hely,hebat pak helly begitu sabar sae smg sehat selalu pak hely,hebat pak helly begitu sabar sae semoga sehat selalu pak hely,"['hebat', 'pak', 'helly', 'begitu', 'sabar', 'sae', 'semoga', 'sehat', 'selalu', 'pak', 'hely']","['hebat', 'helly', 'sabar', 'sae', 'semoga', 'sehat', 'hely']",hebat helly sabar sae moga sehat hely
2025-06-16,14:20:00,irvinia01111992,2,sekali2 k lahor pk dberikn untuk dana buka usaha,sekali k lahor pk dberikn untuk dana buka usaha,sekali k lahor pk dberikn untuk dana buka usaha,sekali ke lahor pakai dberikn untuk dana buka usaha,"['sekali', 'ke', 'lahor', 'pakai', 'dberikn', 'untuk', 'dana', 'buka', 'usaha']","['lahor', 'pakai', 'dberikn', 'dana', 'buka', 'usaha']",lahor pakai dberikn dana buka usaha
2025-05-04,14:29:00,cerita.lilyyoga,2,aku disabilitas tapi nggak tau kalo ada temen ² disabilitas yang lain,aku disabilitas tapi nggak tau kalo ada temen  disabilitas yang lain,aku disabilitas tapi nggak tau kalo ada temen  disabilitas yang lain,aku disabilitas tapi tidak tau kalau ada teman disabilitas yang lain,"['aku', 'disabilitas', 'tapi', 'tidak', 'tau', 'kalau', 'ada', 'teman', 'disabilitas', 'yang', 'lain']","['disabilitas', 'tau', 'teman', 'disabilitas']",disabilitas tau teman disabilitas
2025-05-03,13:31:00,buksrijarwo,0,mantapp pk,mantapp pk,mantapp pk,mantap pakai,"['mantap', 'pakai']","['mantap', 'pakai']",mantap pakai
2025-05-02,10:29:00,arnti23,1,semangat pak heli 👍👍🙏,semangat pak heli ,semangat pak heli ,semangat pak heli,"['semangat', 'pak', 'heli']","['semangat', 'heli']",semangat heli
2025-05-05,13:17:00,sakulcaemflorist,1,manstaaaaap👍,manstaaaaap,manstaaaaap,manstaaaaap,['manstaaaaap'],['manstaaaaap'],manstaaaaap
2025-05-02,21:29:00,teguhsutarno101,1,lanjutkan,lanjutkan,lanjutkan,lanjutkan,['lanjutkan'],['lanjutkan'],lanjut
2025-05-02,12:25:00,4m1n_s,1,SAE mas Hely 👍,SAE mas Hely ,sae mas hely ,sae mas hely,"['sae', 'mas', 'hely']","['sae', 'mas', 'hely']",sae mas hely
2025-05-04,10:57:00,hobbynyanyi3,3,"semoga ke depannya ada loker buat disabilitas ya pak,, jujur saya kesulitan mendapat pekerjaan hanya karena jari2 tangan saya tidak normal,, padahal masih berfungsi dengan baik dan tidak mengganggu aktifitas apapun🙏🏻🙏🏻😞",semoga ke depannya ada loker buat disabilitas ya pak jujur saya kesulitan mendapat pekerjaan hanya karena jari tangan saya tidak normal padahal masih berfungsi dengan baik dan tidak mengganggu aktifitas apapun,semoga ke depannya ada loker buat disabilitas ya pak jujur saya kesulitan mendapat pekerjaan hanya karena jari tangan saya tidak normal padahal masih berfungsi dengan baik dan tidak mengganggu aktifitas apapun,semoga ke depannya ada loker buat disabilitas ya pak jujur saya kesulitan mendapat pekerjaan hanya karena jari tangan saya tidak normal padahal masih berfungsi dengan baik dan tidak mengganggu aktifitas apapun,"['semoga', 'ke', 'depannya', 'ada', 'loker', 'buat', 'disabilitas', 'ya', 'pak', 'jujur', 'saya', 'kesulitan', 'mendapat', 'pekerjaan', 'hanya', 'karena', 'jari', 'tangan', 'saya', 'tidak', 'normal', 'padahal', 'masih', 'berfungsi', 'dengan', 'baik', 'dan', 'tidak', 'mengganggu', 'aktifitas', 'apapun']","['semoga', 'depannya', 'loker', 'disabilitas', 'ya', 'jujur', 'kesulitan', 'pekerjaan', 'jari', 'tangan', 'normal', 'berfungsi', 'mengganggu', 'aktifitas', 'apapun']",moga depan loker disabilitas ya jujur sulit kerja jari tangan normal fungsi ganggu aktifitas apa
2025-05-02,11:24:00,hennysulistyo885,1,Semangt mas Hely💪💪,Semangt mas Hely,semangt mas hely,semangt mas hely,"['semangt', 'mas', 'hely']","['semangt', 'mas', 'hely']",semangt mas hely
2025-05-02,09:22:00,bambangsulistiyo783,1,masyaallah...👍👍💪💪🤲🤲 sehat selalu unruk semua🤲🤲,masyaallah sehat selalu unruk semua,masyaallah sehat selalu unruk semua,masyaallah sehat selalu unruk semua,"['masyaallah', 'sehat', 'selalu', 'unruk', 'semua']","['masyaallah', 'sehat', 'unruk']",masyaallah sehat unruk
2025-05-03,17:54:00,ismay093,1,mantap👍sabar banget pak Helly dimanapun berada selalu menebarkan kebaikan👍,mantapsabar banget pak Helly dimanapun berada selalu menebarkan kebaikan,mantapsabar banget pak helly dimanapun berada selalu menebarkan kebaikan,mantapsabar banget pak helly dimanapun berada selalu menebarkan kebaikan,"['mantapsabar', 'banget', 'pak', 'helly', 'dimanapun', 'berada', 'selalu', 'menebarkan', 'kebaikan']","['mantapsabar', 'banget', 'helly', 'dimanapun', 'menebarkan', 'kebaikan']",mantapsabar banget helly mana tebar baik
2025-05-01,23:11:00,ghffrsmail,1,mantap mas Heli.,mantap mas Heli,mantap mas heli,mantap mas heli,"['mantap', 'mas', 'heli']","['mantap', 'mas', 'heli']",mantap mas heli
2025-05-03,19:06:00,jonojono316,1,mantap pak Heli,mantap pak Heli,mantap pak heli,mantap pak heli,"['mantap', 'pak', 'heli']","['mantap', 'heli']",mantap heli
2025-05-19,14:41:00,aisyy000,0,eh ada nugi anak nya bu pri,eh ada nugi anak nya bu pri,eh ada nugi anak nya bu pri,eh ada nugi anak ya bu pri,"['eh', 'ada', 'nugi', 'anak', 'ya', 'bu', 'pri']","['eh', 'nugi', 'anak', 'ya', 'bu', 'pri']",eh nugi anak ya bu pri
2025-05-02,06:06:00,_cikyyr_,2,@priciliaa @kalyanaarevii @-,priciliaa kalyanaarevii ,priciliaa kalyanaarevii ,priciliaa kalyanaarevii,"['priciliaa', 'kalyanaarevii']","['priciliaa', 'kalyanaarevii']",priciliaa kalyanaarevii
2025-05-02,12:51:00,scorpio_167,1,👍👍👍💪💪💪🙏🙏🙏,,,,[],[],
2025-06-20,23:54:00,mastikno83,0,🥰💪💪,,,,[],[],
2025-06-05,16:29:00,njun.tok,0,"@𝐁𝐨o𝐲_𝐀𝓲ｓ. ruh kan aku gembengan , ngene ae aku nangisss 😭",o ruh kan aku gembengan  ngene ae aku nangisss ,o ruh kan aku gembengan  ngene ae aku nangisss ,o ruh kan aku gembengan ngene saja aku menangis,"['o', 'ruh', 'kan', 'aku', 'gembengan', 'ngene', 'saja', 'aku', 'menangis']","['o', 'ruh', 'gembengan', 'ngene', 'menangis']",o ruh gembeng ngene menang
2025-05-03,08:05:00,haryleon3,1,"lho cak si topi kuning kaos abang,,, du lebokno dinsos ae cak siono ✌✌✌",lho cak si topi kuning kaos abang du lebokno dinsos ae cak siono ,lho cak si topi kuning kaos abang du lebokno dinsos ae cak siono ,lho cak sih topi kuning kaos abang du lebokno dinsos saja cak siono,"['lho', 'cak', 'sih', 'topi', 'kuning', 'kaos', 'abang', 'du', 'lebokno', 'dinsos', 'saja', 'cak', 'siono']","['lho', 'cak', 'sih', 'topi', 'kuning', 'kaos', 'abang', 'du', 'lebokno', 'dinsos', 'cak', 'siono']",lho cak sih topi kuning kaos abang du lebokno dinsos cak siono
2025-05-02,04:14:00,rumahmalang_,1,Mantap mas heli ❤️,Mantap mas heli ,mantap mas heli ,mantap mas heli,"['mantap', 'mas', 'heli']","['mantap', 'mas', 'heli']",mantap mas heli
2025-05-02,06:45:00,bibi75281,1,mBatu SAE,mBatu SAE,mbatu sae,mbatu sae,"['mbatu', 'sae']","['mbatu', 'sae']",mbatu sae
2025-06-07,16:53:00,raaa44966,0,BATU SAE🥰,BATU SAE,batu sae,batu sae,"['batu', 'sae']","['batu', 'sae']",batu sae
2025-07-20,10:27:00,mahe_hendra,3,Asset Pemandian Air Panas dan Pemandian Kolam renang yang selama ini di pegang Kab. Malang di songgoriti semoga bisa diambil alih pemkot Batu . Biar songgoriti rame pak. 👍👍👍Songgoriti icon batu kembali,Asset Pemandian Air Panas dan Pemandian Kolam renang yang selama ini di pegang Kab Malang di songgoriti semoga bisa diambil alih pemkot Batu  Biar songgoriti rame pak Songgoriti icon batu kembali,asset pemandian air panas dan pemandian kolam renang yang selama ini di pegang kab malang di songgoriti semoga bisa diambil alih pemkot batu  biar songgoriti rame pak songgoriti icon batu kembali,asset pemandian air panas dan pemandian kolam renang yang selama ini di pegang kab malang di songgoriti semoga bisa diambil alih pemkot batu biar songgoriti rame pak songgoriti icon batu kembali,"['asset', 'pemandian', 'air', 'panas', 'dan', 'pemandian', 'kolam', 'renang', 'yang', 'selama', 'ini', 'di', 'pegang', 'kab', 'malang', 'di', 'songgoriti', 'semoga', 'bisa', 'diambil', 'alih', 'pemkot', 'batu', 'biar', 'songgoriti', 'rame', 'pak', 'songgoriti', 'icon', 'batu', 'kembali']","['asset', 'pemandian', 'air', 'panas', 'pemandian', 'kolam', 'renang', 'pegang', 'kab', 'malang', 'songgoriti', 'semoga', 'diambil', 'alih', 'pemkot', 'batu', 'biar', 'songgoriti', 'rame', 'songgoriti', 'icon', 'batu']",asset mandi air panas mandi kolam renang pegang kab malang songgoriti moga ambil alih pemkot batu biar songgoriti rame songgoriti icon batu
2025-07-20,08:17:00,pr4dhita,1,"untuk pendidikan pak tolong jangan dikotak""kan antara kabupaten dan kota",untuk pendidikan pak tolong jangan dikotakkan antara kabupaten dan kota,untuk pendidikan pak tolong jangan dikotakkan antara kabupaten dan kota,untuk pendidikan pak tolong jangan dikotakkan antara kabupaten dan kota,"['untuk', 'pendidikan', 'pak', 'tolong', 'jangan', 'dikotakkan', 'antara', 'kabupaten', 'dan', 'kota']","['pendidikan', 'tolong', 'dikotakkan', 'kabupaten', 'kota']",didik tolong kotak kabupaten kota
2025-07-20,04:36:00,estellertersayangg,1,ngeriii.. semoga makin sukses,ngeriii semoga makin sukses,ngeriii semoga makin sukses,ngeriii semoga makin sukses,"['ngeriii', 'semoga', 'makin', 'sukses']","['ngeriii', 'semoga', 'sukses']",ngeriii moga sukses
2025-07-22,20:09:00,rubiani71,1,sangat mantap untuk Batu sekarang Krn kepemimpinannya yg sangat plek Sibel Saeeeeeeeeee 🤲🤲🤲👍🤲 Pak,sangat mantap untuk Batu sekarang Krn kepemimpinannya yg sangat plek Sibel Saeeeeeeeeee  Pak,sangat mantap untuk batu sekarang krn kepemimpinannya yg sangat plek sibel saeeeeeeeeee  pak,sangat mantap untuk batu sekarang karena kepemimpinannya yang sangat plek sibel saeeeeeeeeee pak,"['sangat', 'mantap', 'untuk', 'batu', 'sekarang', 'karena', 'kepemimpinannya', 'yang', 'sangat', 'plek', 'sibel', 'saeeeeeeeeee', 'pak']","['mantap', 'batu', 'kepemimpinannya', 'plek', 'sibel', 'saeeeeeeeeee']",mantap batu pimpin plek sibel saeeeeeeeeee
2025-07-20,01:36:00,renita3349,1,🔥🔥🔥🔥🔥🔥,,,,[],[],
2025-07-20,03:30:00,kurirshinyo,1,sae batu 1,sae batu ,sae batu ,sae batu,"['sae', 'batu']","['sae', 'batu']",sae batu
