date,time,username,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,clean_text
2025-07-01,17:43:00,azrilalfaro8,182,setuju tpi bukan Bantengan Dj,setuju tpi bukan Bantengan Dj,setuju tpi bukan bantengan dj,setuju tapi bukan bantengan dj,"['setuju', 'tapi', 'bukan', 'bantengan', 'dj']","['setuju', 'bantengan', 'dj']",tuju banteng dj,setuju tpi bukan bantengan dj
2025-07-02,09:41:00,dianariessendy18,4,"Respect paling tinggi kepada seluruh crew empu supo yang telah membuat acara kirab bantengan tahunan lancar menutup kegiatan suroan disonggoriti dengan apik, begitupun dengan warga songgoriti yang telah menjaga keamanan dan kebersihan sampai selesai acara.
mari lestarikan budaya bantengan tanpa ada embel2 dj, sound, dan sawer ☺️","Respect paling tinggi kepada seluruh crew empu supo yang telah membuat acara kirab bantengan tahunan lancar menutup kegiatan suroan disonggoriti dengan apik begitupun dengan warga songgoriti yang telah menjaga keamanan dan kebersihan sampai selesai acara
mari lestarikan budaya bantengan tanpa ada embel dj sound dan sawer ","respect paling tinggi kepada seluruh crew empu supo yang telah membuat acara kirab bantengan tahunan lancar menutup kegiatan suroan disonggoriti dengan apik begitupun dengan warga songgoriti yang telah menjaga keamanan dan kebersihan sampai selesai acara
mari lestarikan budaya bantengan tanpa ada embel dj sound dan sawer ",respect paling tinggi kepada seluruh crew empu supo yang telah membuat acara kirab bantengan tahunan lancar menutup kegiatan suroan disonggoriti dengan apik begitupun dengan warga songgoriti yang telah menjaga keamanan dan kebersihan sampai selesai acara mari lestarikan budaya bantengan tanpa ada embel dj sound dan sawer,"['respect', 'paling', 'tinggi', 'kepada', 'seluruh', 'crew', 'empu', 'supo', 'yang', 'telah', 'membuat', 'acara', 'kirab', 'bantengan', 'tahunan', 'lancar', 'menutup', 'kegiatan', 'suroan', 'disonggoriti', 'dengan', 'apik', 'begitupun', 'dengan', 'warga', 'songgoriti', 'yang', 'telah', 'menjaga', 'keamanan', 'dan', 'kebersihan', 'sampai', 'selesai', 'acara', 'mari', 'lestarikan', 'budaya', 'bantengan', 'tanpa', 'ada', 'embel', 'dj', 'sound', 'dan', 'sawer']","['respect', 'crew', 'empu', 'supo', 'acara', 'kirab', 'bantengan', 'tahunan', 'lancar', 'menutup', 'kegiatan', 'suroan', 'disonggoriti', 'apik', 'warga', 'songgoriti', 'menjaga', 'keamanan', 'kebersihan', 'selesai', 'acara', 'mari', 'lestarikan', 'budaya', 'bantengan', 'embel', 'dj', 'sound', 'sawer']",respect crew empu supo acara kirab banteng tahun lancar tutup giat suroan disonggoriti apik warga songgoriti jaga aman bersih selesai acara mari lestari budaya banteng embel dj sound sawer,respect paling tinggi kepada seluruh crew empu supo yang telah membuat acara kirab bantengan tahunan lancar menutup kegiatan suroan disonggoriti dengan apik begitupun dengan warga songgoriti yang telah menjaga keamanan dan kebersihan sampai selesai acara mari lestarikan budaya bantengan tanpa ada embel dj sound dan sawer
2025-07-10,12:11:00,edy0161,1,"Kota Batu tetap melestarikan budaya lokal, dulu setahu saya ada juga seni jaranan hampir setiap desa dan pernah dilombakan , ada seni Bantengan dan juga seni reyog dari Desa Torongrejo.""LESTARI BUDAYA LOKAL"" biar Batu semakin SAE",Kota Batu tetap melestarikan budaya lokal dulu setahu saya ada juga seni jaranan hampir setiap desa dan pernah dilombakan  ada seni Bantengan dan juga seni reyog dari Desa TorongrejoLESTARI BUDAYA LOKAL biar Batu semakin SAE,kota batu tetap melestarikan budaya lokal dulu setahu saya ada juga seni jaranan hampir setiap desa dan pernah dilombakan  ada seni bantengan dan juga seni reyog dari desa torongrejolestari budaya lokal biar batu semakin sae,kota batu tetap melestarikan budaya lokal dulu setahu saya ada juga seni jaranan hampir setiap desa dan pernah dilombakan ada seni bantengan dan juga seni reyog dari desa torongrejolestari budaya lokal biar batu semakin sae,"['kota', 'batu', 'tetap', 'melestarikan', 'budaya', 'lokal', 'dulu', 'setahu', 'saya', 'ada', 'juga', 'seni', 'jaranan', 'hampir', 'setiap', 'desa', 'dan', 'pernah', 'dilombakan', 'ada', 'seni', 'bantengan', 'dan', 'juga', 'seni', 'reyog', 'dari', 'desa', 'torongrejolestari', 'budaya', 'lokal', 'biar', 'batu', 'semakin', 'sae']","['kota', 'batu', 'melestarikan', 'budaya', 'lokal', 'setahu', 'seni', 'jaranan', 'desa', 'dilombakan', 'seni', 'bantengan', 'seni', 'reyog', 'desa', 'torongrejolestari', 'budaya', 'lokal', 'biar', 'batu', 'sae']",kota batu lestari budaya lokal tahu seni jaranan desa lomba seni banteng seni reyog desa torongrejolestari budaya lokal biar batu sae,kota batu tetap melestarikan budaya lokal dulu setahu saya ada juga seni jaranan hampir setiap desa dan pernah dilombakan ada seni bantengan dan juga seni reyog dari desa torongrejolestari budaya lokal biar batu semakin sae
2025-07-01,17:50:00,urlove.szaa,27,pokok ojo mberot🙏,pokok ojo mberot,pokok ojo mberot,pokok ojo mberot,"['pokok', 'ojo', 'mberot']","['pokok', 'ojo', 'mberot']",pokok ojo mberot,pokok ojo mberot
2025-07-06,06:29:00,dafa.urrohid,2,setuju,setuju,setuju,setuju,['setuju'],['setuju'],tuju,setuju
2025-07-05,11:54:00,meru3921,3,lek ndek batu bantengan asli bukan dj 👍👍,lek ndek batu bantengan asli bukan dj ,lek ndek batu bantengan asli bukan dj ,lek ndek batu bantengan asli bukan dj,"['lek', 'ndek', 'batu', 'bantengan', 'asli', 'bukan', 'dj']","['lek', 'ndek', 'batu', 'bantengan', 'asli', 'dj']",lek ndek batu banteng asli dj,lek ndek batu bantengan asli bukan dj
2025-07-01,17:33:00,kalimaya_gank,8,pokok duduk banteng DJ an,pokok duduk banteng DJ an,pokok duduk banteng dj an,pokok duduk banteng dj an,"['pokok', 'duduk', 'banteng', 'dj', 'an']","['pokok', 'duduk', 'banteng', 'dj', 'an']",pokok duduk banteng dj an,pokok duduk banteng dj an
2025-07-01,18:59:00,novalpapa,3,"kearifan nuswantoro molai bangkit.perlu di lestarika dikembangkan di perkenalkan bahwa bantengan bukan hanya sekedar seni tapi mempunyai cerita"" kearifan budaya yg perlu d junjung tinggi🙏",kearifan nuswantoro molai bangkitperlu di lestarika dikembangkan di perkenalkan bahwa bantengan bukan hanya sekedar seni tapi mempunyai cerita kearifan budaya yg perlu d junjung tinggi,kearifan nuswantoro molai bangkitperlu di lestarika dikembangkan di perkenalkan bahwa bantengan bukan hanya sekedar seni tapi mempunyai cerita kearifan budaya yg perlu d junjung tinggi,kearifan nuswantoro molai bangkitperlu di lestarika dikembangkan di perkenalkan bahwa bantengan bukan hanya sekedar seni tapi mempunyai cerita kearifan budaya yang perlu di junjung tinggi,"['kearifan', 'nuswantoro', 'molai', 'bangkitperlu', 'di', 'lestarika', 'dikembangkan', 'di', 'perkenalkan', 'bahwa', 'bantengan', 'bukan', 'hanya', 'sekedar', 'seni', 'tapi', 'mempunyai', 'cerita', 'kearifan', 'budaya', 'yang', 'perlu', 'di', 'junjung', 'tinggi']","['kearifan', 'nuswantoro', 'molai', 'bangkitperlu', 'lestarika', 'dikembangkan', 'perkenalkan', 'bantengan', 'sekedar', 'seni', 'cerita', 'kearifan', 'budaya', 'junjung']",arif nuswantoro mola bangkitperlu lestarika kembang kenal banteng dar seni cerita arif budaya junjung,kearifan nuswantoro molai bangkitperlu di lestarika dikembangkan di perkenalkan bahwa bantengan bukan hanya sekedar seni tapi mempunyai cerita kearifan budaya yg perlu d junjung tinggi
2025-07-02,14:50:00,violaayundaa_,2,setuju penting bukan banteng joget 😭,setuju penting bukan banteng joget ,setuju penting bukan banteng joget ,setuju penting bukan banteng joget,"['setuju', 'penting', 'bukan', 'banteng', 'joget']","['setuju', 'banteng', 'joget']",tuju banteng joget,setuju penting bukan banteng joget
2025-07-01,15:47:00,azizah98760,83,Setuju pak opo maneh bantengan Kota Batu masih menjaga tradisi dan menggunakan musik tradisional yang masih bisa dipertahankan🤩,Setuju pak opo maneh bantengan Kota Batu masih menjaga tradisi dan menggunakan musik tradisional yang masih bisa dipertahankan,setuju pak opo maneh bantengan kota batu masih menjaga tradisi dan menggunakan musik tradisional yang masih bisa dipertahankan,setuju pak opo maneh bantengan kota batu masih menjaga tradisi dan menggunakan musik tradisional yang masih bisa dipertahankan,"['setuju', 'pak', 'opo', 'maneh', 'bantengan', 'kota', 'batu', 'masih', 'menjaga', 'tradisi', 'dan', 'menggunakan', 'musik', 'tradisional', 'yang', 'masih', 'bisa', 'dipertahankan']","['setuju', 'opo', 'maneh', 'bantengan', 'kota', 'batu', 'menjaga', 'tradisi', 'musik', 'tradisional', 'dipertahankan']",tuju opo maneh banteng kota batu jaga tradisi musik tradisional tahan,setuju pak opo maneh bantengan kota batu masih menjaga tradisi dan menggunakan musik tradisional yang masih bisa dipertahankan
2025-07-02,14:07:00,.asiyah8,1,setuju pak melestarikan budaya. tapi perlu juga diberikan arahan untuk anak2 yg masih sekolah yg ikut bantengan untuk tidak bolos sekolah🙏,setuju pak melestarikan budaya tapi perlu juga diberikan arahan untuk anak yg masih sekolah yg ikut bantengan untuk tidak bolos sekolah,setuju pak melestarikan budaya tapi perlu juga diberikan arahan untuk anak yg masih sekolah yg ikut bantengan untuk tidak bolos sekolah,setuju pak melestarikan budaya tapi perlu juga diberikan arahan untuk anak yang masih sekolah yang ikut bantengan untuk tidak bolos sekolah,"['setuju', 'pak', 'melestarikan', 'budaya', 'tapi', 'perlu', 'juga', 'diberikan', 'arahan', 'untuk', 'anak', 'yang', 'masih', 'sekolah', 'yang', 'ikut', 'bantengan', 'untuk', 'tidak', 'bolos', 'sekolah']","['setuju', 'melestarikan', 'budaya', 'arahan', 'anak', 'sekolah', 'bantengan', 'bolos', 'sekolah']",tuju lestari budaya arah anak sekolah banteng bolos sekolah,setuju pak melestarikan budaya tapi perlu juga diberikan arahan untuk anak yg masih sekolah yg ikut bantengan untuk tidak bolos sekolah
2025-07-01,18:58:00,adam_wahyyu,4,Yo iki banteng sanes dj😝,Yo iki banteng sanes dj,yo iki banteng sanes dj,ya iki banteng sanes dj,"['ya', 'iki', 'banteng', 'sanes', 'dj']","['ya', 'iki', 'banteng', 'sanes', 'dj']",ya iki banteng sanes dj,yo iki banteng sanes dj
2025-07-01,18:23:00,nabillezzz,17,ayo pakkk karnaval 1000 bantengannyaa ya 🔥,ayo pakkk karnaval  bantengannyaa ya ,ayo pakkk karnaval  bantengannyaa ya ,ayo pakkk karnaval bantengannyaa ya,"['ayo', 'pakkk', 'karnaval', 'bantengannyaa', 'ya']","['ayo', 'pakkk', 'karnaval', 'bantengannyaa', 'ya']",ayo pakkk karnaval bantengannyaa ya,ayo pakkk karnaval bantengannyaa ya
2025-07-07,17:56:00,xycz.akyxzz,1,Setuju pokok ora MP3 pakk,Setuju pokok ora MP pakk,setuju pokok ora mp pakk,setuju pokok ora mp pakk,"['setuju', 'pokok', 'ora', 'mp', 'pakk']","['setuju', 'pokok', 'ora', 'mp', 'pakk']",tuju pokok ora mp pakk,setuju pokok ora mp pakk
2025-07-02,09:18:00,drs.yanto.spd,1,bantenge sangar sing ditumpaki🔥🔥,bantenge sangar sing ditumpaki,bantenge sangar sing ditumpaki,bantenge sangar sing ditumpaki,"['bantenge', 'sangar', 'sing', 'ditumpaki']","['bantenge', 'sangar', 'sing', 'ditumpaki']",bantenge sangar sing tumpak,bantenge sangar sing ditumpaki
2025-07-01,18:11:00,njuntak_,11,setuju pokok mboten mberot pak🤣,setuju pokok mboten mberot pak,setuju pokok mboten mberot pak,setuju pokok mboten mberot pak,"['setuju', 'pokok', 'mboten', 'mberot', 'pak']","['setuju', 'pokok', 'mboten', 'mberot']",tuju pokok mboten mberot,setuju pokok mboten mberot pak
2025-07-01,14:31:00,abidarkas,9,"boleh ngasih usulan pak wawali sering ada tamu yang komplain soal penerangan di jalan yang kurang dan tertutup akar"" pohon yang harus di tata rapi 🙏🙏🙏 terimakasih pak wawali mbatu sae",boleh ngasih usulan pak wawali sering ada tamu yang komplain soal penerangan di jalan yang kurang dan tertutup akar pohon yang harus di tata rapi  terimakasih pak wawali mbatu sae,boleh ngasih usulan pak wawali sering ada tamu yang komplain soal penerangan di jalan yang kurang dan tertutup akar pohon yang harus di tata rapi  terimakasih pak wawali mbatu sae,boleh mengasih usulan pak wawali sering ada tamu yang komplain soal penerangan di jalan yang kurang dan tertutup akar pohon yang harus di tata rapi terimakasih pak wawali mbatu sae,"['boleh', 'mengasih', 'usulan', 'pak', 'wawali', 'sering', 'ada', 'tamu', 'yang', 'komplain', 'soal', 'penerangan', 'di', 'jalan', 'yang', 'kurang', 'dan', 'tertutup', 'akar', 'pohon', 'yang', 'harus', 'di', 'tata', 'rapi', 'terimakasih', 'pak', 'wawali', 'mbatu', 'sae']","['mengasih', 'usulan', 'wawali', 'tamu', 'komplain', 'penerangan', 'jalan', 'tertutup', 'akar', 'pohon', 'tata', 'rapi', 'terimakasih', 'wawali', 'mbatu', 'sae']",asih usul wawali tamu komplain terang jalan tutup akar pohon tata rapi terimakasih wawali mbatu sae,boleh ngasih usulan pak wawali sering ada tamu yang komplain soal penerangan di jalan yang kurang dan tertutup akar pohon yang harus di tata rapi terimakasih pak wawali mbatu sae
2025-07-01,22:41:00,anisanoviantiii,2,pokok ga joget2 mbek disawer😂,pokok ga joget mbek disawer,pokok ga joget mbek disawer,pokok tidak joget mbek disawer,"['pokok', 'tidak', 'joget', 'mbek', 'disawer']","['pokok', 'joget', 'mbek', 'disawer']",pokok joget mbek sawer,pokok ga joget mbek disawer
2025-07-04,19:33:00,kajipal_,2,ijin 1000 banteng keluar tanggal berapa pak?,ijin  banteng keluar tanggal berapa pak,ijin  banteng keluar tanggal berapa pak,ijin banteng keluar tanggal berapa pak,"['ijin', 'banteng', 'keluar', 'tanggal', 'berapa', 'pak']","['ijin', 'banteng', 'tanggal']",ijin banteng tanggal,ijin banteng keluar tanggal berapa pak
2025-07-01,16:14:00,nothing417_,1,sae pak 🥰,sae pak ,sae pak ,sae pak,"['sae', 'pak']",['sae'],sae,sae pak
2025-07-01,18:35:00,niki_cakmat,2,asalamualaikum bapk Helli,asalamualaikum bapk Helli,asalamualaikum bapk helli,asalamualaikum bapk helli,"['asalamualaikum', 'bapk', 'helli']","['asalamualaikum', 'bapk', 'helli']",asalamualaikum bapk helli,asalamualaikum bapk helli
2025-07-01,19:05:00,iikialip,1,setujuuu,setujuuu,setujuuu,setuju,['setuju'],['setuju'],tuju,setujuuu
2025-07-01,18:47:00,depiay20,1,sae bapak e arek2🙏,sae bapak e arek,sae bapak e arek,sae bapak e arek,"['sae', 'bapak', 'e', 'arek']","['sae', 'e', 'arek']",sae e arek,sae bapak e arek
2025-07-01,20:32:00,rafaysaa,1,pokok ojo ono seng nyokot duwek wes..🤣,pokok ojo ono seng nyokot duwek wes,pokok ojo ono seng nyokot duwek wes,pokok ojo sono seng nyokot duwek wes,"['pokok', 'ojo', 'sono', 'seng', 'nyokot', 'duwek', 'wes']","['pokok', 'ojo', 'sono', 'seng', 'nyokot', 'duwek', 'wes']",pokok ojo sono seng nyokot duwek wes,pokok ojo ono seng nyokot duwek wes
2025-07-01,18:31:00,rubiani71,1,selamat ulang taun jih Pak ati2 ya Pak KL pakek naikin jg tar jatuh Lo tapi tetep Saeeeeereee,selamat ulang taun jih Pak ati ya Pak KL pakek naikin jg tar jatuh Lo tapi tetep Saeeeeereee,selamat ulang taun jih pak ati ya pak kl pakek naikin jg tar jatuh lo tapi tetep saeeeeereee,selamat ulang tahun jih pak ati ya pak kalau pakai naikin juga entar jatuh lo tapi tetap saeeeeereee,"['selamat', 'ulang', 'tahun', 'jih', 'pak', 'ati', 'ya', 'pak', 'kalau', 'pakai', 'naikin', 'juga', 'entar', 'jatuh', 'lo', 'tapi', 'tetap', 'saeeeeereee']","['selamat', 'ulang', 'jih', 'ati', 'ya', 'pakai', 'naikin', 'entar', 'jatuh', 'lo', 'saeeeeereee']",selamat ulang jih ati ya pakai naikin entar jatuh lo saeeeeereee,selamat ulang taun jih pak ati ya pak kl pakek naikin jg tar jatuh lo tapi tetep saeeeeereee
2025-07-01,17:16:00,suliswanto024,1,setuju pk,setuju pk,setuju pk,setuju pakai,"['setuju', 'pakai']","['setuju', 'pakai']",tuju pakai,setuju pk
2025-07-01,14:24:00,sugengharianto568,1,"Uri"" Budaya Jawa... Masok..",Uri Budaya Jawa Masok,uri budaya jawa masok,uri budaya jawa masok,"['uri', 'budaya', 'jawa', 'masok']","['uri', 'budaya', 'jawa', 'masok']",uri budaya jawa masok,uri budaya jawa masok
2025-07-01,15:20:00,jumikridho,1,sangat setuju 👍👍,sangat setuju ,sangat setuju ,sangat setuju,"['sangat', 'setuju']",['setuju'],tuju,sangat setuju
2025-07-01,15:57:00,lanange.jagat313,1,banteng Nuswantoro kpn pak,banteng Nuswantoro kpn pak,banteng nuswantoro kpn pak,banteng nuswantoro kapan pak,"['banteng', 'nuswantoro', 'kapan', 'pak']","['banteng', 'nuswantoro']",banteng nuswantoro,banteng nuswantoro kpn pak
2025-07-01,19:48:00,garanganberkelas09,0,setuju pokok guduk dj,setuju pokok guduk dj,setuju pokok guduk dj,setuju pokok guduk dj,"['setuju', 'pokok', 'guduk', 'dj']","['setuju', 'pokok', 'guduk', 'dj']",tuju pokok guduk dj,setuju pokok guduk dj
2025-06-15,01:14:00,milooriginial,0,👍👍SAEE bagussss,SAEE bagussss,saee bagussss,saee bagus,"['saee', 'bagus']","['saee', 'bagus']",saee bagus,saee bagussss
2025-06-13,13:42:00,adazero_2014,0,😊😊😊,,,,[],[],,
2025-06-10,22:14:00,sarahluxs,1,pengelolaan sampah mandiri di masing2 RT sptnya hrs lbh di tekankan lagi pak. penggunaan incenerator itu membantu sekali. RT sy aja bisa kok,pengelolaan sampah mandiri di masing RT sptnya hrs lbh di tekankan lagi pak penggunaan incenerator itu membantu sekali RT sy aja bisa kok,pengelolaan sampah mandiri di masing rt sptnya hrs lbh di tekankan lagi pak penggunaan incenerator itu membantu sekali rt sy aja bisa kok,pengelolaan sampah mandiri di masing rt sptnya harus lebih di tekankan lagi pak penggunaan incenerator itu membantu sekali rt saya saja bisa kok,"['pengelolaan', 'sampah', 'mandiri', 'di', 'masing', 'rt', 'sptnya', 'harus', 'lebih', 'di', 'tekankan', 'lagi', 'pak', 'penggunaan', 'incenerator', 'itu', 'membantu', 'sekali', 'rt', 'saya', 'saja', 'bisa', 'kok']","['pengelolaan', 'sampah', 'mandiri', 'rt', 'sptnya', 'tekankan', 'penggunaan', 'incenerator', 'membantu', 'rt']",kelola sampah mandiri rt sptnya tekan guna incenerator bantu rt,pengelolaan sampah mandiri di masing rt sptnya hrs lbh di tekankan lagi pak penggunaan incenerator itu membantu sekali rt sy aja bisa kok
2025-07-01,19:51:00,bayupramanaputra5,0,1000 Bantengan bulan Agustus segera diagendakan pak, Bantengan bulan Agustus segera diagendakan pak, bantengan bulan agustus segera diagendakan pak,bantengan bulan agustus segera diagendakan pak,"['bantengan', 'bulan', 'agustus', 'segera', 'diagendakan', 'pak']","['bantengan', 'agustus', 'diagendakan']",banteng agustus agenda,bantengan bulan agustus segera diagendakan pak
2025-07-04,10:04:00,husnurrofiq55,0,setuju kang,setuju kang,setuju kang,setuju kang,"['setuju', 'kang']","['setuju', 'kang']",tuju kang,setuju kang
2025-07-04,07:36:00,paesien87,0,setuju tp gerakane di toto koyok biyen,setuju tp gerakane di toto koyok biyen,setuju tp gerakane di toto koyok biyen,setuju tapi gerakane di toto koyok biyen,"['setuju', 'tapi', 'gerakane', 'di', 'toto', 'koyok', 'biyen']","['setuju', 'gerakane', 'toto', 'koyok', 'biyen']",tuju gerakane toto koyok biyen,setuju tp gerakane di toto koyok biyen
2025-06-11,15:34:00,danangsoenardono,0,BATU KOTA WISATA INTERNASIONAL... PARIS VAN JAVA... BATU SAE DUKUNG SEPENUHNYA,BATU KOTA WISATA INTERNASIONAL PARIS VAN JAVA BATU SAE DUKUNG SEPENUHNYA,batu kota wisata internasional paris van java batu sae dukung sepenuhnya,batu kota wisata internasional paris van java batu sae dukung sepenuhnya,"['batu', 'kota', 'wisata', 'internasional', 'paris', 'van', 'java', 'batu', 'sae', 'dukung', 'sepenuhnya']","['batu', 'kota', 'wisata', 'internasional', 'paris', 'van', 'java', 'batu', 'sae', 'dukung', 'sepenuhnya']",batu kota wisata internasional paris van java batu sae dukung sepenuh,batu kota wisata internasional paris van java batu sae dukung sepenuhnya
2025-05-25,12:52:00,hari88577,2,tolong pak sampa di jalan Metro banyak di pinggir jalan🙏🏽🙏🏽,tolong pak sampa di jalan Metro banyak di pinggir jalan,tolong pak sampa di jalan metro banyak di pinggir jalan,tolong pak sampa di jalan metro banyak di pinggir jalan,"['tolong', 'pak', 'sampa', 'di', 'jalan', 'metro', 'banyak', 'di', 'pinggir', 'jalan']","['tolong', 'sampa', 'jalan', 'metro', 'pinggir', 'jalan']",tolong sampa jalan metro pinggir jalan,tolong pak sampa di jalan metro banyak di pinggir jalan
2025-05-22,12:48:00,andysutris,3,dek batu kerjo tambah angel,dek batu kerjo tambah angel,dek batu kerjo tambah angel,dek batu kerjo tambah angel,"['dek', 'batu', 'kerjo', 'tambah', 'angel']","['dek', 'batu', 'kerjo', 'angel']",dek batu kerjo angel,dek batu kerjo tambah angel
2025-05-22,12:47:00,alfi.cantika8,1,"pak wali dan wakilnya tolong pintu gerbang kota wisata batu, kususnya desa pendem, tlg d benahi, supaya desa pendem pintu gerbang kota batu, supaya bisa sae",pak wali dan wakilnya tolong pintu gerbang kota wisata batu kususnya desa pendem tlg d benahi supaya desa pendem pintu gerbang kota batu supaya bisa sae,pak wali dan wakilnya tolong pintu gerbang kota wisata batu kususnya desa pendem tlg d benahi supaya desa pendem pintu gerbang kota batu supaya bisa sae,pak wali dan wakilnya tolong pintu gerbang kota wisata batu khususnya desa pendem tolong di benahi supaya desa pendem pintu gerbang kota batu supaya bisa sae,"['pak', 'wali', 'dan', 'wakilnya', 'tolong', 'pintu', 'gerbang', 'kota', 'wisata', 'batu', 'khususnya', 'desa', 'pendem', 'tolong', 'di', 'benahi', 'supaya', 'desa', 'pendem', 'pintu', 'gerbang', 'kota', 'batu', 'supaya', 'bisa', 'sae']","['wali', 'wakilnya', 'tolong', 'pintu', 'gerbang', 'kota', 'wisata', 'batu', 'desa', 'pendem', 'tolong', 'benahi', 'desa', 'pendem', 'pintu', 'gerbang', 'kota', 'batu', 'sae']",wali wakil tolong pintu gerbang kota wisata batu desa pendem tolong benah desa pendem pintu gerbang kota batu sae,pak wali dan wakilnya tolong pintu gerbang kota wisata batu kususnya desa pendem tlg d benahi supaya desa pendem pintu gerbang kota batu supaya bisa sae
2025-05-22,13:16:00,sch22066,1,buka lowongan pekerjaan terutama warga mbatu.karena pekerja di mbatu byk pekerja dr luar mbatu,buka lowongan pekerjaan terutama warga mbatukarena pekerja di mbatu byk pekerja dr luar mbatu,buka lowongan pekerjaan terutama warga mbatukarena pekerja di mbatu byk pekerja dr luar mbatu,buka lowongan pekerjaan terutama warga mbatukarena pekerja di mbatu banyak pekerja dari luar mbatu,"['buka', 'lowongan', 'pekerjaan', 'terutama', 'warga', 'mbatukarena', 'pekerja', 'di', 'mbatu', 'banyak', 'pekerja', 'dari', 'luar', 'mbatu']","['buka', 'lowongan', 'pekerjaan', 'warga', 'mbatukarena', 'pekerja', 'mbatu', 'pekerja', 'mbatu']",buka lowong kerja warga mbatukarena kerja mbatu kerja mbatu,buka lowongan pekerjaan terutama warga mbatukarena pekerja di mbatu byk pekerja dr luar mbatu
2025-05-22,16:52:00,isaroh940,0,🥰🥰🥰SAEE dong,SAEE dong,saee dong,saee dong,"['saee', 'dong']",['saee'],saee,saee dong
2025-05-22,12:49:00,alfi.cantika8,0,"👍👍👍, kalau d benahi apa d apdet sentuh pak wali", kalau d benahi apa d apdet sentuh pak wali, kalau d benahi apa d apdet sentuh pak wali,kalau di benahi apa di apdet sentuh pak wali,"['kalau', 'di', 'benahi', 'apa', 'di', 'apdet', 'sentuh', 'pak', 'wali']","['benahi', 'apdet', 'sentuh', 'wali']",benah apdet sentuh wali,kalau d benahi apa d apdet sentuh pak wali
2025-06-08,00:23:00,hakam.junaedi,0,belum lagi orang2 luar desa buang sampah dilapangan,belum lagi orang luar desa buang sampah dilapangan,belum lagi orang luar desa buang sampah dilapangan,belum lagi orang luar desa buang sampah dilapangan,"['belum', 'lagi', 'orang', 'luar', 'desa', 'buang', 'sampah', 'dilapangan']","['orang', 'desa', 'buang', 'sampah', 'dilapangan']",orang desa buang sampah lapang,belum lagi orang luar desa buang sampah dilapangan
2025-06-05,07:31:00,joenabilanwar2,0,"Alhamdulillah, ditempat kami pemilihan sampah sdh berjalan, sampah organik, dan anorganik, Bank Sampah pun membawa banyak manfaat di tempat kami🙏🙏🙏",Alhamdulillah ditempat kami pemilihan sampah sdh berjalan sampah organik dan anorganik Bank Sampah pun membawa banyak manfaat di tempat kami,alhamdulillah ditempat kami pemilihan sampah sdh berjalan sampah organik dan anorganik bank sampah pun membawa banyak manfaat di tempat kami,alhamdulillah ditempat kami pemilihan sampah sudah berjalan sampah organik dan anorganik bank sampah pun membawa banyak manfaat di tempat kami,"['alhamdulillah', 'ditempat', 'kami', 'pemilihan', 'sampah', 'sudah', 'berjalan', 'sampah', 'organik', 'dan', 'anorganik', 'bank', 'sampah', 'pun', 'membawa', 'banyak', 'manfaat', 'di', 'tempat', 'kami']","['alhamdulillah', 'ditempat', 'pemilihan', 'sampah', 'berjalan', 'sampah', 'organik', 'anorganik', 'bank', 'sampah', 'membawa', 'manfaat']",alhamdulillah tempat pilih sampah jalan sampah organik anorganik bank sampah bawa manfaat,alhamdulillah ditempat kami pemilihan sampah sdh berjalan sampah organik dan anorganik bank sampah pun membawa banyak manfaat di tempat kami
2025-06-04,21:36:00,bambangsulistiyo783,1,batu masih darurat sampah kita butuh kesadaran masyarakat memilih dan memilah...dan klo bisa jadikan limbah sampah jadi berkah🤲🤲🤲🙏🙏🙏,batu masih darurat sampah kita butuh kesadaran masyarakat memilih dan memilahdan klo bisa jadikan limbah sampah jadi berkah,batu masih darurat sampah kita butuh kesadaran masyarakat memilih dan memilahdan klo bisa jadikan limbah sampah jadi berkah,batu masih darurat sampah kita butuh kesadaran masyarakat memilih dan memilahdan kalau bisa jadikan limbah sampah jadi berkah,"['batu', 'masih', 'darurat', 'sampah', 'kita', 'butuh', 'kesadaran', 'masyarakat', 'memilih', 'dan', 'memilahdan', 'kalau', 'bisa', 'jadikan', 'limbah', 'sampah', 'jadi', 'berkah']","['batu', 'darurat', 'sampah', 'butuh', 'kesadaran', 'masyarakat', 'memilih', 'memilahdan', 'jadikan', 'limbah', 'sampah', 'berkah']",batu darurat sampah butuh sadar masyarakat pilih memilahdan jadi limbah sampah berkah,batu masih darurat sampah kita butuh kesadaran masyarakat memilih dan memilahdan klo bisa jadikan limbah sampah jadi berkah
2025-06-04,23:33:00,jonojono316,1,semoga secepatnya terselesaikan masalah sampah,semoga secepatnya terselesaikan masalah sampah,semoga secepatnya terselesaikan masalah sampah,semoga secepatnya terselesaikan masalah sampah,"['semoga', 'secepatnya', 'terselesaikan', 'masalah', 'sampah']","['semoga', 'secepatnya', 'terselesaikan', 'sampah']",moga cepat selesai sampah,semoga secepatnya terselesaikan masalah sampah
2025-06-04,21:32:00,andrebagus24,1,🔥🔥🔥🔥SAEEE,SAEEE,saeee,saeee,['saeee'],['saeee'],saeee,saeee
2025-07-19,11:33:00,user2623170920209,2,wouw wouw,wouw wouw,wouw wouw,wouw wouw,"['wouw', 'wouw']","['wouw', 'wouw']",wouw wouw,wouw wouw
